time_s,rms,hnr_proxy,hf_ratio,tilt,flatness,gate,strain,collapse
0.0,0.12339041382074356,0.7802284359931946,0.020350615174077318,-0.7414560521529369,0.00967944821724842,1,0.9975273768433653,0.337492797056018
0.01,0.2031453549861908,0.7632442712783813,0.016179536078794184,-0.7716608079412925,0.0033512524809661813,1,0.9975273768433653,0.9975273768433653
0.02,0.24803893268108368,0.8115813136100769,0.013221346083439401,-0.8807518942703566,0.001161821443032774,1,0.9718800069635504,0.9975273768433653
0.03,0.24525471031665802,0.7373752593994141,0.011833871002577228,-0.8502020159262611,0.0008795395697488167,1,0.9454931952663124,0.9975273768433653
0.04,0.23072057962417603,0.7609270215034485,0.015573688445792712,-0.7648200267439776,0.0009979884717262807,1,0.9727383647598966,0.9975273768433653
0.05,0.211410790681839,0.758345365524292,0.024400331754241437,-0.7590921226508555,0.0009457308028511007,1,0.991201564260067,0.9975273768433653
0.06,0.21306709945201874,0.7913102507591248,0.027772074961407985,-0.707890207948039,0.0006946764395868297,1,0.9899878616271072,0.9975273768433653
0.07,0.2268303483724594,0.7468470335006714,0.023517317417789785,-0.6549686508141602,0.000809155234957942,1,0.9864923052413964,0.9975273768433653
0.08,0.2254188060760498,0.7898855209350586,0.0178831509595932,-0.6461481886600389,0.0011051387900549172,1,0.9828379588554728,0.9975273768433653
0.09,0.23212119936943054,0.7884183526039124,0.0149463988821676,-0.6766380074013046,0.0014760719439823144,1,0.9883209103937871,0.9975273768433653
0.1,0.2511986494064331,0.7943560481071472,0.01254751827126462,-0.7383106680099671,0.0017701767044131563,1,0.9913178053040306,0.9975273768433653
0.11,0.2921474575996399,0.7931742668151855,0.009961367713321853,-0.8338043323086186,0.001974491278321447,1,0.9921581252877612,0.9975273768433653
0.12,0.3325992226600647,0.8208010196685791,0.00964952691993975,-0.8253450494148672,0.0017033805202310854,1,0.9846908653831052,0.9975273768433653
0.13,0.3547647297382355,0.8220854997634888,0.010493409719840537,-0.8022532047395857,0.0012653143805564347,1,0.9655486100232117,0.9975273768433653
0.14,0.385290265083313,0.8295491337776184,0.011160411277805654,-0.8166577299885982,0.0009363491120877879,1,0.9378037532862152,0.9975273768433653
0.15,0.4122495949268341,0.8179604411125183,0.011884450478727967,-0.767773119084306,0.0008602363499638502,1,0.9344338658830865,0.9975273768433653
0.16,0.40636056661605835,0.822161853313446,0.012418391028127897,-0.7026047764858385,0.0007335155532010603,1,0.9192931853813745,0.337492797056018
0.17,0.41121459007263184,0.8285784125328064,0.012090466399496465,-0.6856808168549403,0.0006411830280390973,1,0.897642165535645,0.337492797056018
0.18,0.4191765785217285,0.8143165707588196,0.011918442355433536,-0.6842593024157775,0.0006005614214556528,1,0.8892428150358784,0.337492797056018
0.19,0.3866739273071289,0.810303807258606,0.013573590245241749,-0.6211623417224903,0.000595202109798805,1,0.9084034028929407,0.9559705162689383
0.2,0.3658350110054016,0.815494179725647,0.015153401203471096,-0.5362612962023983,0.00060677849901556,1,0.9247512194343386,0.9975273768433653
0.21,0.37571728229522705,0.8274765014648438,0.01436094045349438,-0.5276771629694735,0.0005284717248344161,1,0.900642191880223,0.9975273768433653
0.22,0.37730953097343445,0.8328481316566467,0.013699548400082575,-0.5657503248806517,0.0004890383458942643,1,0.8837418481733597,0.9920493206840363
0.23,0.3789754807949066,0.817624032497406,0.013890192343160001,-0.5213784416432693,0.00043574646122745053,1,0.8757189284023493,0.995098051151931
0.24,0.3902399241924286,0.8231879472732544,0.0138268586557499,-0.49607909437927816,0.0004643461188244109,1,0.8794751452606279,0.986968511825669
0.25,0.3655906915664673,0.8179686665534973,0.013600689501544857,-0.5363357974977833,0.00040932846376147923,1,0.8651340652657712,0.5910690714004925
0.26,0.3593011796474457,0.8278660774230957,0.012527032146732744,-0.5728534275490952,0.0002971969625230229,1,0.811434276644739,0.337492797056018
0.27,0.3628859221935272,0.8152093291282654,0.010211975948249508,-0.5881790168880618,0.00025975131558943817,1,0.745501696959553,0.337492797056018
0.28,0.35676801204681396,0.8237550258636475,0.007488486210458772,-0.6723728822703553,0.0002598402038858358,1,0.6679265333005907,0.7114954937536212
0.29,0.3589787483215332,0.8142828941345215,0.0046602225234193325,-0.7739621178540326,0.00027501372882252935,1,0.5929791268000701,0.9810007595936799
0.3,0.37242591381073,0.829345166683197,0.002253090325140609,-0.8588188842546165,0.00025390552654861066,1,0.49728928767629393,0.9975273768433653
0.31,0.3458225429058075,0.7974101305007935,0.0009272643571149973,-0.9628810667529597,0.00022771466973625775,1,0.45779472000628996,0.9975273768433653
0.32,0.28167375922203064,0.5781965255737305,0.0006362615349046251,-1.0502589052904028,0.00028653049428266727,1,0.5776760592802961,0.9975273768433653
0.33,0.17775778472423553,0.5615072846412659,0.0009328585254251754,-1.110595334098546,0.00048021610425034756,1,0.6940886275664239,0.9975273768433653
0.34,0.10286768525838852,0.7429316639900208,0.0014917507068411943,-1.1539073829164568,0.0008161460358178014,1,0.7906814086426083,0.9975273768433653
0.35,0.10828416049480438,0.7694706916809082,0.0010214562714889587,-1.1662114766380396,0.0005497452084977952,1,0.6566709221516892,0.9975273768433653
0.36,0.13291813433170319,0.6926265358924866,0.0005925144862496884,-1.1875338080662605,0.00028881957795967556,1,0.5406175457002722,0.9975273768433653
0.37,0.13571815192699432,0.7064740657806396,0.0004835933760896472,-1.2351874330395494,0.00021532451369855006,1,0.4952975968045582,0.9975273768433653
0.38,0.14677655696868896,0.7321513891220093,0.0004936838418888738,-1.2735989906677634,0.0001602917968275349,1,0.45842517057494336,0.9975273768433653
0.39,0.2122579663991928,0.7858827114105225,0.00040515876619948144,-1.2877797868917036,9.155205137937328e-05,1,0.3981591532059481,0.9975273768433653
0.4,0.28066518902778625,0.7914173007011414,0.0003249133613615257,-1.2773670458646118,5.575522473843164e-05,1,0.3742105300391288,0.9975273768433653
0.41,0.3123980760574341,0.7571569085121155,0.00028769993664277423,-1.295550568952925,4.893132327483946e-05,1,0.38447620708452324,0.9975273768433653
0.42,0.29051387310028076,0.7346199154853821,0.00028543474790907527,-1.2755632708653437,6.131495204460829e-05,1,0.39826939512652815,0.9961871994530519
0.43,0.23871442675590515,0.7748855352401733,0.00036470075309134935,-1.2142213792812013,9.063018165523387e-05,1,0.3951159096739286,0.9975273768433653
0.44,0.20057742297649384,0.7771454453468323,0.0005298264078041702,-1.2423855079002342,0.00011969925376848979,1,0.4171161003478909,0.9975273768433653
0.45,0.2065698802471161,0.7826195359230042,0.0006120221136140127,-1.2093303639474282,0.00011627007775753501,1,0.4133681622515458,0.9975273768433653
0.46,0.20652826130390167,0.7827250957489014,0.0006071679758376859,-1.152351003914422,0.00011793419364776414,1,0.4096142451775235,0.9975273768433653
0.47,0.20972657203674316,0.7620781064033508,0.0005555189740357025,-1.1236035883763658,0.00011301692592965332,1,0.4114751884303644,0.9975273768433653
0.48,0.208631694316864,0.7520429491996765,0.0005002833764742798,-1.1108263802104066,0.00012593946428272762,1,0.4194243087006328,0.9975273768433653
0.49,0.20769000053405762,0.7825042605400085,0.00046283107851602184,-1.046297218787004,0.00013776464116643667,1,0.406838874643159,0.7251855806244305
0.5,0.20346227288246155,0.7616258859634399,0.00038629398229270774,-1.0563461878303095,0.00013024657609839264,1,0.40957730756363475,0.337492797056018
0.51,0.20709218084812164,0.7605493068695068,0.00028900666862880214,-1.1202069172135738,0.00011812808797053296,1,0.4053019536857044,0.337492797056018
0.52,0.21053120493888855,0.760596513748169,0.00024526337310136194,-1.1823653764740347,0.00014416355423649477,1,0.42215865381717277,0.9963381391240544
0.53,0.2087695598602295,0.7722824811935425,0.0002652344027696996,-1.2208227238236027,0.00021143464546507693,1,0.45663709986408635,0.9975273768433653
0.54,0.20716160535812378,0.7702339291572571,0.00029494374118788704,-1.2408526742757322,0.00025839104626912656,1,0.4852883688997242,0.9975273768433653
0.55,0.20454943180084229,0.7821564674377441,0.00028812340665341514,-1.2398305739586755,0.0002096864267651877,1,0.45389238967210077,0.9975273768433653
0.56,0.21037493646144867,0.7914510369300842,0.00025625910493094886,-1.2311434906237049,0.0001568443919919421,1,0.4203021682360689,0.9975273768433653
0.57,0.20468010008335114,0.7648422718048096,0.00025566287461467596,-1.2072652240234092,0.00014776690432214833,1,0.42460644115501606,0.9975273768433653
0.58,0.1938374638557434,0.7652883529663086,0.0003021214962241439,-1.1828170665919149,0.00016378575338926407,1,0.4325646607753449,0.9975273768433653
0.59,0.17989173531532288,0.7136733531951904,0.00037969681498508577,-1.1320737307710056,0.00017714062563621016,1,0.4598864320089879,0.9975273768433653
0.6,0.1694151759147644,0.7440434098243713,0.0005327254231844634,-1.1294685360783396,0.00018915904765859633,1,0.45880013082060184,0.9975273768433653
0.61,0.1535559445619583,0.7229816317558289,0.0007307828173121582,-1.1729999764537486,0.00020749142433659478,1,0.4879817787038595,0.9975273768433653
0.62,0.15109574794769287,0.7844216823577881,0.0007401989407471321,-1.1842805756786232,0.00018176520712716204,1,0.4496627545455735,0.9975273768433653
0.63,0.15436655282974243,0.7655297517776489,0.0006087449796312167,-1.1487726311366506,0.00017573935153284586,1,0.44689262243453454,0.9975273768433653
0.64,0.14236009120941162,0.4946972131729126,0.0005684101258144436,-1.2616033316943442,0.0002171019470024014,1,0.5896840977726212,0.9975273768433653
0.65,0.10930421948432922,0.22277958691120148,0.0006031477385150288,-1.3080689761460662,0.00031019786864270595,1,0.7390596134913853,0.9975273768433653
0.66,0.07755488902330399,0.4798022210597992,0.0006698108344270514,-1.3010879875171042,0.0004134156577321648,0,0.0,0.0
0.67,0.05880950391292572,0.26424461603164673,0.0008181848459243087,-1.3410244141471894,0.000469277320799494,0,0.0,0.0
0.68,0.051463205367326736,0.3016963601112366,0.0009342430422221207,-1.387388510748,0.00042927625121396725,0,0.0,0.0
0.69,0.044103700667619705,0.22847217321395874,0.0014621317271831947,-1.3408606397571792,0.0006144230423151761,0,0.0,0.0
0.7,0.04041696712374687,0.3040132224559784,0.01258157601730724,-0.9048006053357287,0.004281552013695983,0,0.0,0.0
0.71,0.03674137219786644,0.3900141417980194,0.08241496244422768,-0.5708291421007278,0.0241791539711377,0,0.0,0.0
0.72,0.035530734807252884,0.3963456153869629,0.2392509815392564,-0.33523268100258147,0.06165638303841757,0,0.0,0.0
0.73,0.03697172552347183,0.3791498839855194,0.3260494225584775,-0.1660586571239435,0.08205725772323265,0,0.0,0.0
0.74,0.03601551055908203,0.372798889875412,0.3447703421325828,-0.09334333317030968,0.08197567173416909,0,0.0,0.0
0.75,0.0359480157494545,0.3637124001979828,0.394438014084252,-0.03220224512887566,0.07611932977849255,0,0.0,0.0
0.76,0.03817490115761757,0.3412364423274994,0.44197752629760506,0.017391893606699613,0.0865001506248619,0,0.0,0.0
0.77,0.03707804158329964,0.37743210792541504,0.36681489406297035,-0.09338597620108274,0.07966618032168199,0,0.0,0.0
0.78,0.06089673191308975,0.6780363321304321,0.12991589798407557,-0.2192957118885609,0.03450057940340799,0,0.0,0.0
0.79,0.10327457636594772,0.7296164035797119,0.03533190818170042,-0.38244903409759395,0.011481816086370939,1,0.9975273768433653,0.337492797056018
0.8,0.13138850033283234,0.686880350112915,0.012685886945283472,-0.5140567756144108,0.0042751682105345475,1,0.9975273768433653,0.337492797056018
