time_s,rms,hnr_proxy,hf_ratio,tilt,flatness,gate,strain,collapse
0.81,0.15162180364131927,0.7723315358161926,0.00885251624041368,-0.5994176929116848,0.001971459587099975,1,0.9903958426791745,0.337492797056018
0.82,0.17089354991912842,0.781780481338501,0.007891713190685233,-0.6476842990786834,0.0008797154398519999,1,0.8958222543230241,0.337492797056018
0.83,0.191123366355896,0.7788233160972595,0.006146254964360924,-0.6775215878337293,0.0005238668351193855,1,0.7599156423675998,0.337492797056018
0.84,0.19041191041469574,0.7688130736351013,0.0045712946059724546,-0.6907039547187193,0.00040574616514367544,1,0.6670063639416621,0.337492797056018
0.85,0.1946628838777542,0.7838526964187622,0.0033577755375616943,-0.7599736818322053,0.00036404909739991005,1,0.6055543223462962,0.337492797056018
0.86,0.20743273198604584,0.7824278473854065,0.002514867829473444,-0.7981144075963912,0.0003019183084180371,1,0.547215874303178,0.337492797056018
0.87,0.22313635051250458,0.7669190168380737,0.002825017557580378,-0.8811736552497225,0.00026884592022801936,1,0.553615579541625,0.337492797056018
0.88,0.2304849922657013,0.7866336703300476,0.0037287421232621728,-0.9552898650316993,0.00023035905020533633,1,0.5626591034471746,0.337492797056018
0.89,0.23852168023586273,0.7861565947532654,0.004413416460126783,-0.9117245304004721,0.00022133698864229404,1,0.5786297068485268,0.337492797056018
0.9,0.24925535917282104,0.7913464307785034,0.00530458870785882,-0.9261526371438485,0.0001967233308578193,1,0.5956251502848242,0.337492797056018
0.91,0.24243736267089844,0.793347954750061,0.006664048125559177,-0.9557014072264146,0.00016711060507371364,1,0.6280061023127759,0.337492797056018
0.92,0.2319909632205963,0.7991859316825867,0.008077338523069608,-0.9878936646680542,0.000158507372518532,1,0.6698024117795521,0.337492797056018
0.93,0.20961256325244904,0.7626670598983765,0.009272708707495273,-0.9835415584641377,0.0001939220859157259,1,0.733836408169031,0.337492797056018
0.94,0.19890305399894714,0.7900660634040833,0.009796741848983805,-1.012130274154536,0.0003370124036649865,1,0.7956706382479383,0.337492797056018
0.95,0.19945335388183594,0.7844828963279724,0.008614580125804313,-1.056969055981259,0.0005172164906993692,1,0.8322764613827085,0.9972607972553178
0.96,0.20613259077072144,0.8035259246826172,0.00621975167258174,-0.9935652315274008,0.0005791917199883716,1,0.792647849222409,0.9975273768433653
0.97,0.21159599721431732,0.790945291519165,0.004540599739337279,-0.9484242799147228,0.0006050372842245047,1,0.7620040114335995,0.9975273768433653
0.98,0.20679031312465668,0.793067216873169,0.004371152654664937,-0.8178621029229994,0.0005284742859408114,1,0.7170044581968238,0.9975273768433653
0.99,0.2076866328716278,0.8045204281806946,0.004795858026903406,-0.7502810409473069,0.0004962415641593439,1,0.7068352425116265,0.9975273768433653
1.0,0.21329933404922485,0.7837849259376526,0.0044025458588450375,-0.7536406744129228,0.00042924650333260757,1,0.6717200810880258,0.9975273768433653
1.01,0.21697990596294403,0.7869424223899841,0.0032744883473356046,-0.7517072525793457,0.00045536772526946805,1,0.6468478092588117,0.9975273768433653
1.02,0.21510489284992218,0.7700524926185608,0.0025287835901760826,-0.7123975277974534,0.0006732862142248433,1,0.7277286261158861,0.9975273768433653
1.03,0.2035590559244156,0.7876265645027161,0.0025428218465976403,-0.5719561572697264,0.0011992556604706463,1,0.8850520973524366,0.9975273768433653
1.04,0.19004039466381073,0.693706214427948,0.004491746130883371,-0.4416336558054023,0.0023302308086596744,1,0.992362170791039,0.9975273768433653
1.05,0.15731121599674225,0.45770806074142456,0.014859559221885258,-0.24767847811526023,0.00509875402863801,1,0.9975273768433653,0.9975273768433653
1.06,0.10205979645252228,0.38383474946022034,0.0641452647790426,-0.10442334416213835,0.01605621678282586,1,0.9975273768433653,0.9975273768433653
1.07,0.06572891026735306,0.2391286939382553,0.2437716804381097,-0.04936509488293127,0.0475296352137264,0,0.0,0.0
1.08,0.06303159147500992,0.187180757522583,0.4608141640870554,0.03945491366360888,0.072503093225912,0,0.0,0.0
1.09,0.05877180024981499,0.2719816565513611,0.6001970391979274,0.10769682316679445,0.08121911690079105,0,0.0,0.0
1.1,0.0601067990064621,0.3208233416080475,0.7004783269045926,0.17923285862498406,0.07873928123702639,0,0.0,0.0
1.11,0.05976289510726929,0.23936747014522552,0.7460181020620605,0.16527519037542218,0.07019144175024208,0,0.0,0.0
1.12,0.056151095777750015,0.3260912597179413,0.7417611330278858,0.15572947556463257,0.06995054139272579,0,0.0,0.0
1.13,0.04531387239694595,0.4499451220035553,0.6645231430989778,0.12837563831122933,0.0792139348471071,0,0.0,0.0
1.14,0.03492729365825653,0.5279618501663208,0.5083170175046422,0.03368574394502233,0.07044896217934163,0,0.0,0.0
1.15,0.027187174186110497,0.632411003112793,0.2937872380260955,-0.05167516331982896,0.056062886982489714,0,0.0,0.0
1.16,0.025280725210905075,0.6414781212806702,0.11991062477037481,-0.11775898499463414,0.0360028238632927,0,0.0,0.0
1.17,0.025059262290596962,0.6236878633499146,0.051463005511005126,-0.272302788144355,0.02517847600189595,0,0.0,0.0
1.18,0.023859582841396332,0.5675432085990906,0.04607015266984344,-0.38100356193657975,0.029508119091614993,0,0.0,0.0
1.19,0.026786161586642265,0.47588101029396057,0.033533060342489034,-0.5951233141345307,0.020943497065256583,0,0.0,0.0
1.2,0.06545427441596985,0.6086327433586121,0.010460086695730317,-0.8395116504916843,0.005069923470858463,0,0.0,0.0
1.21,0.15355664491653442,0.752953052520752,0.005742582647064663,-0.9950206540988595,0.0015002908829556036,1,0.9657253940721506,0.337492797056018
1.22,0.26032429933547974,0.7114145755767822,0.004561040647622526,-1.100398605798317,0.0007328258034528274,1,0.835340707768722,0.337492797056018
1.23,0.30303630232810974,0.7284336090087891,0.004977883329473799,-1.142665075709644,0.0004905893916573882,1,0.7590675812431465,0.337492797056018
1.24,0.3255256116390228,0.8226313591003418,0.00594232520527561,-1.1310247865793412,0.00036155915670411633,1,0.6995783959796855,0.337492797056018
1.25,0.3365609049797058,0.7271564602851868,0.006037854128562077,-1.0383659517916752,0.00028206412094477264,1,0.6941164512622625,0.337492797056018
1.26,0.31651192903518677,0.7461768984794617,0.006203411465768104,-0.9703057812698442,0.00023577840086735243,1,0.6659110337998307,0.337492797056018
1.27,0.27605965733528137,0.7784667611122131,0.007571003792835259,-0.977406468985683,0.00022846587020705715,1,0.6935989896089454,0.6958907517443825
1.28,0.2757478654384613,0.7729859352111816,0.008250225752687048,-0.9329812438989795,0.0002192903931663704,1,0.7087341202133124,0.8353007315929283
1.29,0.2861156463623047,0.7801042795181274,0.007329407949793499,-0.8455838755051274,0.0002043678942428533,1,0.6650413596011346,0.8690642316254751
1.3,0.29632994532585144,0.7824499011039734,0.006023609692521873,-0.895382498741688,0.00018493677895080435,1,0.6153136457145567,0.6349502663482053
1.31,0.3051210939884186,0.7772818207740784,0.0050051064892285245,-0.9364806103565828,0.0001549330346701368,1,0.5699690799511297,0.47117009976421376
1.32,0.32467299699783325,0.7973226308822632,0.003980469758370899,-0.8790370826292154,0.0001297132353955382,1,0.5072886756058439,0.5156860565984898
1.33,0.34745267033576965,0.8094586730003357,0.0029581545200196616,-0.9019024141431312,0.00011057349031394233,1,0.45734905581173635,0.6953916866222447
1.34,0.375420480966568,0.8390386700630188,0.002532822612441402,-0.9438947897117992,9.388141662532336e-05,1,0.42456753588341734,0.4190855866649303
1.35,0.3879226744174957,0.8479382991790771,0.002627104896662882,-0.9837993700200461,9.050962654625693e-05,1,0.4255330201338803,0.7849210507518802
1.36,0.3807644546031952,0.7972356677055359,0.0027654750234738143,-1.0037119711445683,0.0001322941952067907,1,0.47534953594210544,0.9975273768433653
1.37,0.3248927891254425,0.6973470449447632,0.0026581488875903592,-1.0539700106917234,0.0002523106914120308,1,0.5813867724624825,0.9975273768433653
1.38,0.23331929743289948,0.5091121196746826,0.002349117903236738,-1.0476685273518056,0.0005171024539936609,1,0.7629504881048178,0.9975273768433653
1.39,0.129388689994812,0.46997758746147156,0.002356495879396979,-0.9410695734099909,0.0010882496585056976,1,0.9190536657784467,0.9975273768433653
1.4,0.06859519332647324,0.4879782199859619,0.003355908345294806,-0.9055523468246767,0.0027078727601463886,0,0.0,0.0
1.41,0.052537064999341965,0.3895499110221863,0.005084005420840365,-0.7841922944739453,0.004530519182728739,0,0.0,0.0
1.42,0.04610452800989151,0.28234198689460754,0.007140363345658799,-0.7425338405829272,0.006298191143759919,0,0.0,0.0
1.43,0.03635748475790024,0.23862701654434204,0.008895517178898608,-0.7221498108655265,0.007882942117050084,0,0.0,0.0
1.44,0.0314352922141552,0.3502110540866852,0.010576121634459293,-0.657172476988976,0.008241370380327552,0,0.0,0.0
1.45,0.025914201512932777,0.5365050435066223,0.014441666267143367,-0.5903319649681822,0.010875108140264975,0,0.0,0.0
1.46,0.023731447756290436,0.6148665547370911,0.017918949706543626,-0.5347570093980585,0.01370000029341122,0,0.0,0.0
1.47,0.022033844143152237,0.6272410750389099,0.01743634085110541,-0.5152489312707142,0.012167949822653708,0,0.0,0.0
1.48,0.02315795049071312,0.6603108644485474,0.015795764873770646,-0.5046801479757879,0.009956144954587274,0,0.0,0.0
1.49,0.02262328751385212,0.6683858036994934,0.01513684730066957,-0.46158883538781215,0.008467441911343748,0,0.0,0.0
1.5,0.02116752229630947,0.6509006023406982,0.014424866952629133,-0.3959240972238156,0.00889950260505954,0,0.0,0.0
1.51,0.020706607028841972,0.6742871403694153,0.012931422660335487,-0.3238644325755815,0.007539108525823218,0,0.0,0.0
1.52,0.021457301452755928,0.702960729598999,0.010960007926117732,-0.269973296563565,0.006291155764380474,0,0.0,0.0
1.53,0.020181462168693542,0.658045768737793,0.009439228942331793,-0.3463138795073078,0.004539478037255224,0,0.0,0.0
1.54,0.02030470408499241,0.6571353673934937,0.00783379358047812,-0.42489869146410214,0.0030412576313610614,0,0.0,0.0
1.55,0.021618202328681946,0.7098307609558105,0.00605372995928759,-0.418759286385374,0.0024468242066741685,0,0.0,0.0
1.56,0.021908896043896675,0.669091522693634,0.005072406534025777,-0.42919712826075174,0.0022989772173848387,0,0.0,0.0
1.57,0.02082960121333599,0.6689287424087524,0.004935470085115832,-0.436762334578967,0.002747655401894072,0,0.0,0.0
1.58,0.02097632735967636,0.6832640767097473,0.0060192297390773844,-0.47877258380594095,0.0034315033276169226,0,0.0,0.0
1.59,0.022116780281066895,0.6539453268051147,0.011274208145724881,-0.44673660693715617,0.006037776394289233,0,0.0,0.0
1.6,0.0205497145652771,0.6329413652420044,0.019037542388014497,-0.5111202468830129,0.008694101688162387,0,0.0,0.0
1.61,0.02049209550023079,0.17911328375339508,0.01975616429366227,-0.7151703509381876,0.008882277005627732,0,0.0,0.0
1.62,0.027839619666337967,0.4057252109050751,0.012083155182064778,-0.9002544074884097,0.005911849924639849,0,0.0,0.0
1.63,0.040897682309150696,0.5588146448135376,0.007122382566702688,-1.1668573846469878,0.0022847911678606546,0,0.0,0.0
1.64,0.0661829337477684,0.6830191016197205,0.0045216392456209975,-1.2783695544943792,0.00082839255709708,0,0.0,0.0
1.65,0.09216910600662231,0.7228413820266724,0.003705641973652955,-1.3217760897640638,0.0003826685613982219,0,0.0,0.0
1.66,0.10842116922140121,0.7216798067092896,0.0038640471271686916,-1.4166248598672269,0.00023162528303163733,1,0.6297016483488371,0.337492797056018
1.67,0.13573792576789856,0.727879524230957,0.0032151802812000327,-1.4778905882015834,0.00015293043657778498,1,0.569134253802224,0.337492797056018
1.68,0.16244933009147644,0.7432624101638794,0.002066995645799277,-1.4656477036399096,0.00011660910359840958,1,0.501639488644391,0.337492797056018
1.69,0.17196568846702576,0.7333044409751892,0.0013114235860640544,-1.4281945840102646,0.00010244754432661033,1,0.46832393288330704,0.337492797056018
1.7,0.17154623568058014,0.7211307287216187,0.0010579721549225302,-1.3909846161320125,8.570665510060872e-05,1,0.45254655410375033,0.337492797056018
1.71,0.17323991656303406,0.745174765586853,0.0010249647914198606,-1.347456594084304,8.035601601556833e-05,1,0.43510537629311374,0.337492797056018
1.72,0.17085935175418854,0.7227652668952942,0.0009215723938334795,-1.200996482875135,7.514207745791494e-05,1,0.42652940828101366,0.337492797056018
1.73,0.1696743369102478,0.7365759611129761,0.000795690687981603,-1.321628756335056,7.547682352495242e-05,1,0.42604442327513153,0.337492797056018
1.74,0.17063546180725098,0.7358546853065491,0.000721975213656488,-1.3050432492840232,6.972132352458458e-05,1,0.4194620756037327,0.337492797056018
1.75,0.18164989352226257,0.7382836937904358,0.0007405457883504178,-1.3122609166708346,7.136771132308181e-05,1,0.4205337394634669,0.337492797056018
1.76,0.1872299313545227,0.7488592267036438,0.0009062913167662805,-1.3290400198641643,7.664322944737111e-05,1,0.4260309834035912,0.337492797056018
1.77,0.173625648021698,0.7343109846115112,0.0011068585177389733,-1.237211081812651,0.00010155566542672312,1,0.4450459856342853,0.337492797056018
1.78,0.16546660661697388,0.6954016089439392,0.0013524992485912395,-1.1344720482804638,0.00022256755045918083,1,0.5267827000002216,0.337492797056018
1.79,0.17249417304992676,0.725588321685791,0.0018979598439776827,-1.0978844482977284,0.0006305042439161812,1,0.7309239875284056,0.337492797056018
1.8,0.17835545539855957,0.7226353287696838,0.002680740259133455,-1.0779292922809238,0.0012347332113508492,1,0.9174640455017903,0.337492797056018
1.81,0.19518263638019562,0.6701260805130005,0.0030761232263773358,-1.0574848590938688,0.0017511133792284213,1,0.9748332768137281,0.337492797056018
1.82,0.1983562409877777,0.7175114154815674,0.003015414555878228,-1.0202056944430227,0.001763316514755724,1,0.9729460561189222,0.9859404144552337
1.83,0.18195928633213043,0.7152745127677917,0.0029777824476500702,-1.0240151683261616,0.0016003823246977635,1,0.9620170780276587,0.9975273768433653
1.84,0.1745239794254303,0.705048143863678,0.003029940612574702,-1.0448087805690223,0.0013480422652714724,1,0.9382448386461891,0.9975273768433653
1.85,0.17872098088264465,0.7392741441726685,0.0027327473468466866,-1.005056333282396,0.0010888626652463941,1,0.886040028109936,0.9975273768433653
1.86,0.17083342373371124,0.7335364818572998,0.0025937861356071373,-1.0085584334127238,0.0008335264877068146,1,0.8165350945217056,0.9975273768433653
1.87,0.16775940358638763,0.7352017760276794,0.002956607248428998,-1.0715661626632293,0.0006469207216434434,1,0.7615224443913822,0.9975273768433653
1.88,0.17074428498744965,0.7480995655059814,0.0033323342498946603,-1.0638660953534398,0.0005207683051644327,1,0.7148975004663123,0.9975273768433653
1.89,0.16811402142047882,0.7577123045921326,0.0034699735956380054,-1.0692875898913046,0.00044556844943734034,1,0.6819646332434544,0.9975273768433653
1.9,0.15727970004081726,0.731258749961853,0.003379821423319511,-1.044138717270142,0.00042594337081577926,1,0.6779437980527095,0.9975273768433653
1.91,0.15050406754016876,0.7177541255950928,0.0029689169024582785,-1.0379334751553497,0.000365836378669557,1,0.6404450686043738,0.9975273768433653
1.92,0.14077283442020416,0.7421973943710327,0.00224911140920644,-1.049844772716113,0.00035760185773005585,1,0.6033573080864851,0.9975273768433653
1.93,0.12302374839782715,0.7056275010108948,0.0013650949206792614,-1.1093205332774114,0.00034452685367600326,1,0.5856221000835178,0.9975273768433653
1.94,0.11077362298965454,0.6053749918937683,0.0007133289453244966,-1.1900716516127468,0.0003166433566533815,1,0.5957558500092527,0.9975273768433653
1.95,0.09600522369146347,0.5970503091812134,0.00042786552276140554,-1.2564243494818383,0.0003508429929282948,0,0.0,0.0
1.96,0.07106378674507141,0.5174981355667114,0.00031967333929580724,-1.338531633401556,0.00041050228058934075,0,0.0,0.0
1.97,0.05598375201225281,0.23978854715824127,0.00029094419358895456,-1.3590502005213287,0.0004349250853651038,0,0.0,0.0
1.98,0.04373631253838539,0.32213035225868225,0.00037429241907350233,-1.335524417234785,0.0004665259585562541,0,0.0,0.0
1.99,0.024120083078742027,0.35288023948669434,0.0006685479725205026,-1.3305649222432074,0.0007805335263456854,0,0.0,0.0
2.0,0.02002551779150963,0.4321172535419464,0.004998287612816196,-1.2842836195829623,0.0029981526733499444,0,0.0,0.0
2.01,0.024452971294522285,0.41089627146720886,0.02344837573104519,-1.1497431704956738,0.008745631675743732,0,0.0,0.0
2.02,0.027306988835334778,0.39487627148628235,0.044252322336739675,-0.9951200975886408,0.014800066499602185,0,0.0,0.0
2.03,0.026490237563848495,0.3901006579399109,0.06251194753153397,-0.9236920769912149,0.018634666203237338,0,0.0,0.0
2.04,0.023043137043714523,0.19548694789409637,0.07245359195056039,-0.9071692947394372,0.014205305586760114,0,0.0,0.0
2.05,0.03800947591662407,0.5597162246704102,0.039365991252139965,-0.9778619289651284,0.004864198225783156,0,0.0,0.0
